City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
367,krylovskaya,46.3194,39.9711,283.34,60,3,3.65,RU,1712542270
368,pirot,43.1531,22.5861,282.81,72,0,1.52,RS,1712542270
369,ariquemes,-9.9133,-63.0408,296.12,99,71,1.11,BR,1712542210
370,ceerigaabo,10.6162,47.368,290.96,65,28,1.52,SO,1712542212
371,ventspils,57.3894,21.5606,279.11,93,0,1.54,LV,1712542271
372,tawau,4.2498,117.8871,301.04,78,99,0.27,MY,1712542271
373,fada,9.5667,8.3,297.71,62,89,0.42,NG,1712542271
374,rio preto da eva,-2.6994,-59.6997,296.43,97,93,0.52,BR,1712542271
375,huarmey,-10.0681,-78.1522,296.16,82,91,3.06,PE,1712542271
376,haiku-pauwela,20.9219,-156.3051,298.16,67,40,10.8,US,1712542272
377,dunedin,-45.8742,170.5036,289.71,72,99,1.79,NZ,1712542035
378,nili,33.7218,66.1302,280.6,39,7,2.9,AF,1712542272
379,smithers,54.7804,-127.1743,279.33,56,75,4.63,CA,1712541620
380,khash,28.2211,61.2158,290.46,28,88,1.43,IR,1712542259
381,port lincoln,-34.7333,135.8667,291.62,61,68,7.31,AU,1712542009
382,iskateley,67.6803,53.1512,261.49,90,79,4.92,RU,1712542124
383,tual,-5.6667,132.75,301.78,77,100,3.77,ID,1712542220
384,hassi messaoud,31.6804,6.0729,297.31,15,99,5.94,DZ,1712542273
385,pangai,-19.8,-174.35,299.74,76,60,11.06,TO,1712542273
386,villa gesell,-37.2639,-56.973,289.67,90,0,6.12,AR,1712542219
387,kristiansund,63.1115,7.732,279.51,75,40,3.09,NO,1712542273
388,onega,63.9061,38.1404,273.32,100,100,1.87,RU,1712542274
389,kani keli,-12.9536,45.1033,300.74,73,42,3.04,YT,1712542274
390,yanchep,-31.55,115.6833,298.22,47,0,6.31,AU,1712542274
391,jalqani,12.4486,34.2186,301.98,29,46,2.79,SD,1712542274
392,brezina,33.0989,1.2608,292.0,21,100,5.0,DZ,1712542274
393,williams lake,52.1415,-122.1445,281.51,48,100,3.22,CA,1712542049
394,santa rosalia,27.3167,-112.2833,288.39,47,8,0.99,MX,1712542275
395,ruteng,-8.6136,120.4721,298.55,65,100,0.58,ID,1712542275
396,la villa del rosario,10.3258,-72.3134,302.8,58,67,5.75,VE,1712542275
397,banda aceh,5.5577,95.3222,302.2,72,66,4.01,ID,1712542276
398,duartina,-22.4144,-49.4039,298.73,73,100,0.67,BR,1712542276
399,miri,4.4148,114.0089,302.66,72,69,2.27,MY,1712542276
400,talnakh,69.4865,88.3972,265.49,92,100,9.39,RU,1712542276
401,jiuquan,39.7432,98.5174,283.68,25,0,1.47,CN,1712542277
402,rio grande,-32.035,-52.0986,293.12,91,66,1.97,BR,1712541889
403,ulladulla,-35.35,150.4667,296.91,72,39,4.02,AU,1712542229
404,macusani,-14.0833,-70.4333,275.42,98,98,1.57,PE,1712542277
405,naze,28.3667,129.4833,293.06,93,100,3.15,JP,1712542261
406,atafu village,-8.5421,-172.5159,302.87,73,41,3.62,TK,1712542277
407,general conesa,-40.1,-64.4333,293.78,33,100,4.15,AR,1712542031
408,wenshui,28.4506,106.5267,286.13,86,100,0.9,CN,1712542278
409,fruitland,38.3221,-75.6202,282.09,73,0,1.54,US,1712542278
410,shenkursk,62.1091,42.896,274.08,98,100,5.51,RU,1712542278
411,broken hill,-31.95,141.4333,292.15,43,11,3.09,AU,1712542262
412,yaren,-0.5472,166.916,301.17,81,99,5.39,NR,1712542279
413,qionghai,19.2425,110.4642,304.58,55,52,4.36,CN,1712542279
414,fortuna,40.5982,-124.1573,284.63,75,83,3.13,US,1712541985
415,belidzhi,41.8918,48.4125,282.89,81,97,0.72,RU,1712542279
416,sanya,18.2431,109.505,302.44,64,98,3.71,CN,1712542279
417,odense,55.3959,10.3883,284.16,69,100,3.31,DK,1712542138
418,qurayyat,31.3318,37.3428,285.25,62,0,0.0,SA,1712542280
419,chimoio,-19.1164,33.4833,292.29,98,89,2.45,MZ,1712542280
420,oamaru,-45.0784,170.9801,291.69,65,97,5.48,NZ,1712542025
421,ravar,31.2656,56.8055,295.17,18,100,6.08,IR,1712542280
422,ha'il,27.5219,41.6907,288.16,55,0,2.06,SA,1712542252
423,yakeshi,49.2833,120.7333,264.33,75,0,3.95,CN,1712542281
424,duba,27.3513,35.6901,294.46,45,0,2.88,SA,1712542198
425,freetown,8.484,-13.2299,298.44,85,64,2.18,SL,1712542281
426,livingston,55.9029,-3.5226,280.49,73,0,7.2,GB,1712542281
427,bubaque,11.2833,-15.8333,298.2,70,2,6.48,GW,1712542012
428,ketchikan,55.3422,-131.6461,279.45,81,100,3.6,US,1712542015
429,yanam,16.7333,82.2167,302.69,69,6,2.98,IN,1712542282
430,yeed,4.55,43.0333,299.38,77,27,4.65,SO,1712542282
431,tank,32.2217,70.3793,297.66,22,0,1.85,PK,1712542282
432,yuzhno-kurilsk,44.0306,145.8556,279.47,97,100,3.82,RU,1712542146
433,kivioli,59.3531,26.9711,278.89,92,0,4.53,EE,1712542283
434,vila franca do campo,37.7167,-25.4333,288.38,95,92,2.66,PT,1712542041
435,cidreira,-30.1811,-50.2056,293.47,94,100,2.56,BR,1712542283
436,santa luzia,-19.7697,-43.8514,295.65,96,58,1.89,BR,1712542004
437,alma,48.5501,-71.6491,279.22,81,1,1.88,CA,1712541668
438,siluko,6.5386,5.1609,298.6,94,100,0.91,NG,1712542283
439,kikwit,-5.041,18.8162,294.79,96,100,0.26,CD,1712542284
440,essaouira,31.5125,-9.77,289.63,86,0,8.51,MA,1712542284
441,sarai sidhu,30.5949,71.9698,296.66,20,0,2.87,PK,1712542284
442,ta`u,-14.2336,-169.5144,302.75,76,52,5.07,AS,1712541747
443,ola,59.5833,151.2833,270.45,83,100,12.14,RU,1712542285
444,morant bay,17.8815,-76.4093,298.84,88,3,3.92,JM,1712542285
445,fort mcmurray,56.7268,-111.381,281.32,54,75,2.04,CA,1712542285
446,kirkel,49.2833,7.2333,291.06,58,0,3.6,DE,1712542285
447,iranshahr,27.2025,60.6848,296.7,22,10,1.76,IR,1712542286
448,kuanda,56.3161,116.0806,264.75,67,15,0.44,RU,1712542286
449,kuraymah,18.55,31.85,293.96,12,10,4.3,SD,1712542286
450,kruisfontein,-34.0033,24.7314,290.86,87,100,2.96,ZA,1712542286
451,taltal,-25.4,-70.4833,291.14,81,30,1.56,CL,1712542039
452,upper sandusky,40.8273,-83.2813,285.64,60,69,6.23,US,1712542287
453,zapolyarnyy,69.4154,30.8136,267.75,91,100,7.51,RU,1712542206
454,callao,-12.0667,-77.15,297.99,78,0,5.66,PE,1712542287
455,dakhla,23.6848,-15.958,290.63,86,0,11.3,EH,1712541999
456,bad birnbach,48.4449,13.091,289.87,100,100,2.16,DE,1712542287
457,mariental,-24.6333,17.9667,285.48,51,0,2.77,NA,1712542288
458,shingu,33.7333,135.9833,290.33,91,100,3.05,JP,1712542222
459,nuevitas,21.5453,-77.2644,296.82,71,4,4.3,CU,1712542288
460,mbabane,-26.3167,31.1333,286.33,98,100,0.78,SZ,1712542288
461,sairang,23.8,92.6667,299.48,69,20,2.06,IN,1712542288
462,brisas de zicatela,15.8369,-97.0419,300.44,89,20,2.57,MX,1712541889
463,orsa,54.5153,30.4053,281.29,90,100,4.56,BY,1712542289
464,san antonio de pale,-1.4014,5.6325,301.45,79,98,4.56,GQ,1712541694
465,roma,43.2128,-75.4557,280.22,59,0,0.45,US,1712542289
466,happy valley-goose bay,53.3168,-60.3315,274.32,44,20,1.54,CA,1712541891
467,bernardo de irigoyen,-26.2552,-53.6458,290.82,98,100,1.01,AR,1712541962
468,elkins,38.9259,-79.8467,282.38,82,0,0.0,US,1712542290
469,statesville,35.7826,-80.8873,286.72,56,0,0.0,US,1712542290
470,otse,-25.0167,25.7333,289.06,86,100,7.11,BW,1712542290
471,vakarai,55.6035,23.8213,282.44,86,97,3.0,LT,1712542290
472,mata-utu,-13.2816,-176.1745,302.76,73,86,2.53,WF,1712542078
473,goure,13.9835,10.2704,299.93,11,25,4.57,NE,1712542033
474,malanje,-9.5402,16.341,291.72,97,100,0.75,AO,1712542291
475,n'zeto,-7.2312,12.8666,299.29,88,100,1.83,AO,1712542291
476,hadibu,12.65,54.0333,299.29,77,13,2.85,YE,1712542235
477,krakow,50.0833,19.9167,289.03,80,0,1.54,PL,1712542291
478,east ballina,-28.8667,153.5833,301.37,44,20,1.75,AU,1712542292
479,puga,21.5833,-104.8167,296.19,64,20,5.14,MX,1712542292
480,timaru,-44.4,171.25,289.3,79,2,1.79,NZ,1712542068
481,boende,-0.2167,20.8667,295.19,89,99,0.76,CD,1712542292
482,vyaz'ma,55.2104,34.2951,280.61,90,100,4.26,RU,1712542292
483,mangai,-4.05,19.5333,294.67,98,100,0.59,CD,1712542292
484,al fulah,11.7329,28.3579,297.94,14,69,3.69,SD,1712542293
485,selfoss,63.9331,-20.9971,272.51,50,97,10.06,IS,1712542293
486,sona,45.4388,10.8255,288.89,94,0,1.54,IT,1712542147
487,sarangani,5.4033,125.4636,300.44,76,100,9.12,PH,1712542293
488,guano,-1.5833,-78.6333,284.38,90,81,2.04,EC,1712542293
489,rasra,25.85,83.85,303.31,14,4,2.65,IN,1712542120
490,kayes,14.0,-11.0,305.36,14,1,2.8,ML,1712542294
491,el calafate,-50.3408,-72.2768,277.32,94,43,4.42,AR,1712541690
492,broome,42.2506,-75.833,279.5,71,0,0.45,US,1712542294
493,mondariz,42.2311,-8.4584,284.92,100,75,7.2,ES,1712542294
494,alaghsas,17.0187,8.0168,299.2,13,48,2.39,NE,1712542222
495,lospalos,-8.5186,127.0025,301.44,73,100,1.58,TL,1712542295
496,mana,5.6592,-53.7767,299.15,84,99,2.82,GF,1712542295
497,grand falls-windsor,48.9332,-55.6649,272.87,78,62,3.77,CA,1712541885
498,salinopolis,-0.6136,-47.3561,299.31,86,100,4.16,BR,1712542056
499,cranfield,52.0687,-0.6088,283.38,85,100,1.34,GB,1712542049
500,rio brilhante,-21.8019,-54.5464,297.01,89,100,2.08,BR,1712541782
501,leeton,-34.5667,146.4,294.2,61,100,2.92,AU,1712542295
502,samarinda,-0.5,117.15,302.61,71,100,2.12,ID,1712542296
503,farah,32.5,62.5,293.31,21,88,1.63,AF,1712542202
504,camana,-16.6228,-72.7111,294.71,86,99,2.28,PE,1712542296
505,hirara,24.8,125.2833,296.3,100,75,3.6,JP,1712542032
506,isangel,-19.55,169.2667,302.21,65,75,1.03,VU,1712542068
507,pitimbu,-7.4706,-34.8086,300.48,81,87,4.33,BR,1712542296
508,pisco,-13.7,-76.2167,295.18,83,0,2.06,PE,1712542227
509,henderson,36.0397,-114.9819,292.34,18,75,5.14,US,1712542171
510,gadzhiyevo,69.2551,33.3362,267.55,86,100,6.91,RU,1712542297
511,olmos,-5.9847,-79.7453,296.98,66,83,1.97,PE,1712542297
512,barah,13.7,30.3667,298.16,13,100,5.51,SD,1712542220
513,bandar-e lengeh,26.5579,54.8807,299.32,33,77,2.06,IR,1712542297
514,rabo de peixe,37.8,-25.5833,287.88,88,75,5.14,PT,1712542298
515,magdagachi,53.45,125.8,269.14,48,1,3.36,RU,1712542298
516,zemio,5.0314,25.1361,293.85,97,100,1.35,CF,1712542298
517,kenai,60.5544,-151.2583,278.2,56,0,4.12,US,1712542027
518,anna regina,7.2644,-58.5077,299.48,79,98,3.7,GY,1712542298
519,el charco,2.4769,-78.1105,298.07,95,88,1.7,CO,1712542003
520,coquimbo,-29.9533,-71.3436,289.47,82,1,1.45,CL,1712542109
521,minas de marcona,-15.2119,-75.1103,290.63,80,99,4.05,PE,1712542043
522,atakpame,7.5333,1.1333,297.64,87,30,2.3,TG,1712542299
523,nelson bay,-32.7167,152.15,298.76,61,72,1.34,AU,1712542299
524,huasahuasi,-11.3167,-75.6167,280.06,92,100,0.73,PE,1712542299
525,lahti,59.9911,30.1597,283.25,87,0,4.55,RU,1712542299
526,gamay,12.3854,125.2979,300.83,81,58,3.13,PH,1712542300
527,portland,45.5234,-122.6762,285.16,81,75,2.06,US,1712541815
528,bereket,39.2446,55.5154,289.44,58,100,1.36,TM,1712542300
529,al hazm,16.1641,44.7769,300.54,49,81,4.05,YE,1712542010
530,buala,-8.145,159.5921,302.89,70,88,1.31,SB,1712542300
531,lichuan,30.3,108.85,285.7,81,98,1.19,CN,1712542300
532,cururupu,-1.8283,-44.8683,296.05,100,100,0.31,BR,1712542036
533,yuksekova,37.5736,44.2872,275.01,93,75,0.0,TR,1712542301
534,swakopmund,-22.6833,14.5333,285.92,89,0,3.4,NA,1712542301
535,rakops,-21.0167,24.3333,293.94,87,99,6.58,BW,1712542301
536,samsun,41.25,36.3333,284.57,71,75,2.57,TR,1712542263
537,ambalangoda,6.2355,80.0538,300.6,82,100,2.07,LK,1712542301
538,watsa,3.0372,29.5355,291.57,100,100,1.06,CD,1712542301
539,london,51.5085,-0.1257,284.01,86,85,3.6,GB,1712541835
540,cambuga,13.6167,122.45,304.12,47,94,1.95,PH,1712542302
541,new ulm,44.3125,-94.4605,280.61,94,100,5.66,US,1712542302
542,vermillion,42.7794,-96.9292,281.37,87,100,4.87,US,1712542302
543,mali,12.079,-12.2982,296.52,24,53,1.89,GN,1712542302
544,kamaishi,39.2667,141.8833,286.69,95,100,2.85,JP,1712542302
545,bure,10.7,37.0667,293.09,50,100,2.15,ET,1712542303
546,walvis bay,-22.9575,14.5053,285.98,78,0,4.43,NA,1712542303
547,ferreiras,37.1293,-8.2376,286.08,89,51,2.45,PT,1712542303
548,koszeg,47.3892,16.541,288.34,78,100,2.63,HU,1712542303
549,guatrache,-37.6678,-63.5302,292.6,63,83,5.2,AR,1712542304
550,bathsheba,13.2167,-59.5167,299.83,70,79,5.13,BB,1712542304
551,al bayda',32.7627,21.7551,284.34,93,59,4.66,LY,1712542304
552,san rafael del yuma,18.4299,-68.6739,299.91,92,0,1.51,DO,1712542304
553,kayangel,8.0823,134.7173,301.37,76,81,6.71,PW,1712542125
554,paita,-5.0892,-81.1144,295.62,80,19,4.61,PE,1712542304
555,usogorsk,63.4106,48.6872,264.63,95,100,2.64,RU,1712542305
556,tsiombe,-25.3,45.4833,295.01,87,100,6.01,MG,1712542132
557,linares,-35.85,-71.6,287.21,53,13,1.54,CL,1712542123
558,wewak,-3.5534,143.6268,301.55,77,100,2.41,PG,1712542305
559,nanao,37.05,136.9667,295.47,59,100,1.68,JP,1712542305
560,ponoka,52.6768,-113.5815,282.53,50,98,1.78,CA,1712542207
561,ormara,25.2088,64.6357,299.16,63,0,4.13,PK,1712542306
562,vryburg,-26.9566,24.7284,290.65,86,95,10.76,ZA,1712542306
563,laguna,38.421,-121.4238,291.14,33,0,3.6,US,1712541892
564,yanbu,24.0891,38.0637,294.17,49,0,2.06,SA,1712542306
565,karabash,55.4808,60.2157,274.48,96,100,1.8,RU,1712542306
566,saint-francois,46.4154,3.9054,284.84,88,0,1.54,FR,1712542307
567,hami,42.8,93.45,287.24,26,100,1.39,CN,1712542307
568,tomatlan,19.9333,-105.25,294.74,68,9,1.6,MX,1712542307
569,yomju-up,39.8933,124.5981,289.58,41,100,4.82,KP,1712542307
570,tavda,58.0425,65.2726,274.09,96,100,3.58,RU,1712542307
571,belmonte,-15.8631,-38.8828,298.04,74,1,3.44,BR,1712542308
572,erenhot,43.6475,111.9767,282.67,39,37,6.7,CN,1712542308
573,devonport,-41.1667,146.35,291.53,68,68,1.79,AU,1712542141
574,khorixas,-20.3667,14.9667,288.77,43,0,1.31,NA,1712542308
575,kill devil hills,36.0307,-75.676,283.15,76,0,0.0,US,1712541647
576,los llanos de aridane,28.6585,-17.9182,289.01,84,0,2.68,ES,1712542308
577,marsabit,2.3284,37.9899,292.93,81,99,2.89,KE,1712542309
578,kindu,-2.95,25.95,293.8,99,100,0.6,CD,1712542225
579,ardakan,32.31,54.0175,292.79,31,1,2.46,IR,1712542309
580,nushki,29.5542,66.0215,294.37,16,58,1.5,PK,1712542309
581,booue,-0.0921,11.9385,296.66,99,100,0.56,GA,1712542309
582,remire-montjoly,4.9167,-52.2667,297.17,100,40,1.03,GF,1712542126
583,sur,22.5667,59.5289,299.42,47,7,3.61,OM,1712541892
584,songyang,34.4553,113.0281,292.87,43,0,0.45,CN,1712542310
585,zilupe,56.3862,28.1217,283.75,90,100,2.74,LV,1712542310
